CSVNumber,PrimaryActivityCode,SecondaryActivityCode,DescriptiveLabel,StartDate,UniBathWeekNo,DayOfWeek,StartTime,EndTime,DurationMins,EnjoymentScore,StartDateTime,EndDateTime
22,CW982,,ML2/BML,2021-03-10 00:00:00,24.0,Wednesday,14:30,18:29,239.0,0.0,2021-03-10 14:30:00,2021-03-10 18:29:00
22,ED145,,,2021-03-10 00:00:00,24.0,Wednesday,18:29,19:30,60.0,1.0,2021-03-10 18:29:00,2021-03-10 19:30:00
22,CW982,,ML2/BML,2021-03-10 00:00:00,24.0,Wednesday,19:30,22:30,180.0,0.0,2021-03-10 19:30:00,2021-03-10 22:30:00
22,S801,,,2021-03-10 00:00:00,24.0,Wednesday,23:30,07:59,509.0,0.0,2021-03-10 23:30:00,2021-03-10 07:59:00
23,EL642,UD415,Coursework.,2021-03-08 00:00:00,24.0,Monday,08:30,12:30,240.0,0.0,2021-03-08 08:30:00,2021-03-08 12:30:00
23,ED145,,Lunch.,2021-03-08 00:00:00,24.0,Monday,12:30,13:15,45.0,-1.0,2021-03-08 12:30:00,2021-03-08 13:15:00
23,EL642,UD415,Coursework.,2021-03-08 00:00:00,24.0,Monday,13:15,17:00,225.0,,2021-03-08 13:15:00,2021-03-08 17:00:00
23,X893,,Run.,2021-03-08 00:00:00,24.0,Monday,17:00,18:30,90.0,,2021-03-08 17:00:00,2021-03-08 18:30:00
23,ED145,,Dinner.,2021-03-08 00:00:00,24.0,Monday,18:30,18:45,15.0,,2021-03-08 18:30:00,2021-03-08 18:45:00
23,R523,,Reading a book.,2021-03-08 00:00:00,24.0,Monday,18:45,19:45,60.0,,2021-03-08 18:45:00,2021-03-08 19:45:00
23,L418,UD415,On TikTok and watching TV.,2021-03-08 00:00:00,24.0,Monday,19:45,22:00,135.0,,2021-03-08 19:45:00,2021-03-08 22:00:00
23,S801,,,2021-03-08 00:00:00,24.0,Monday,22:00,00:00,120.0,,2021-03-08 22:00:00,2021-03-08 00:00:00
23,S801,,,2021-03-09 00:00:00,24.0,Tuesday,00:00,07:30,450.0,0.0,2021-03-09 00:00:00,2021-03-09 07:30:00
23,ED145,UD415,Breakfast and watching TV.,2021-03-09 00:00:00,24.0,Tuesday,07:30,08:30,60.0,-1.0,2021-03-09 07:30:00,2021-03-09 08:30:00
23,EL642,UD415,Coursework.,2021-03-09 00:00:00,24.0,Tuesday,08:30,12:30,240.0,-1.0,2021-03-09 08:30:00,2021-03-09 12:30:00
23,ED145,,Lunch.,2021-03-09 00:00:00,24.0,Tuesday,12:30,13:00,30.0,1.0,2021-03-09 12:30:00,2021-03-09 13:00:00
23,EL642,O733,Coursework.,2021-03-09 00:00:00,24.0,Tuesday,13:00,18:00,300.0,,2021-03-09 13:00:00,2021-03-09 18:00:00
23,ED145,,Dinner.,2021-03-09 00:00:00,24.0,Tuesday,18:00,18:30,30.0,,2021-03-09 18:00:00,2021-03-09 18:30:00
23,L418,UD415,On TikTok and watching TV.,2021-03-09 00:00:00,24.0,Tuesday,18:30,20:00,90.0,,2021-03-09 18:30:00,2021-03-09 20:00:00
23,L418,UD415,On TikTok and watching TV.,2021-03-09 00:00:00,24.0,Tuesday,20:00,22:00,120.0,,2021-03-09 20:00:00,2021-03-09 22:00:00
23,S801,,,2021-03-09 00:00:00,24.0,Tuesday,22:00,00:00,120.0,,2021-03-09 22:00:00,2021-03-09 00:00:00
23,S801,,,2021-03-10 00:00:00,24.0,Wednesday,00:00,07:30,450.0,-2.0,2021-03-10 00:00:00,2021-03-10 07:30:00
23,ED145,,Breakfast and watching TV.,2021-03-10 00:00:00,24.0,Wednesday,07:30,08:30,60.0,-1.0,2021-03-10 07:30:00,2021-03-10 08:30:00
23,EL642,UD415,Coursework.,2021-03-10 00:00:00,24.0,Wednesday,08:30,12:30,240.0,1.0,2021-03-10 08:30:00,2021-03-10 12:30:00
23,ED145,,Lunch.,2021-03-10 00:00:00,24.0,Wednesday,12:30,13:00,30.0,0.0,2021-03-10 12:30:00,2021-03-10 13:00:00
23,EL642,UD415,Coursework.,2021-03-10 00:00:00,24.0,Wednesday,13:00,18:00,300.0,,2021-03-10 13:00:00,2021-03-10 18:00:00
23,ED145,,Dinner.,2021-03-10 00:00:00,24.0,Wednesday,18:00,19:00,60.0,,2021-03-10 18:00:00,2021-03-10 19:00:00
23,L418,O733,On TikTok and watching TV.,2021-03-10 00:00:00,24.0,Wednesday,19:00,22:15,195.0,,2021-03-10 19:00:00,2021-03-10 22:15:00
23,S801,,,2021-03-10 00:00:00,24.0,Wednesday,22:15,00:00,105.0,,2021-03-10 22:15:00,2021-03-10 00:00:00
24,O733,,Get ready for the day.,2021-03-05 00:00:00,23.0,Friday,09:45,10:15,30.0,0.0,2021-03-05 09:45:00,2021-03-05 10:15:00
24,EL642,,Lectures.,2021-03-05 00:00:00,23.0,Friday,10:15,12:15,120.0,-1.0,2021-03-05 10:15:00,2021-03-05 12:15:00
24,ED145,,Lunch.,2021-03-05 00:00:00,23.0,Friday,12:15,13:15,60.0,1.0,2021-03-05 12:15:00,2021-03-05 13:15:00
24,EL642,,Lecture.,2021-03-05 00:00:00,23.0,Friday,13:15,14:15,60.0,0.0,2021-03-05 13:15:00,2021-03-05 14:15:00
24,CW982,,,2021-03-05 00:00:00,23.0,Friday,14:15,16:00,105.0,1.0,2021-03-05 14:15:00,2021-03-05 16:00:00
24,ED145,,Tea break.,2021-03-05 00:00:00,23.0,Friday,16:00,16:15,15.0,1.0,2021-03-05 16:00:00,2021-03-05 16:15:00
24,CW982,,,2021-03-05 00:00:00,23.0,Friday,16:15,17:30,75.0,1.0,2021-03-05 16:15:00,2021-03-05 17:30:00
24,T695,,Drive to the supermarket.,2021-03-05 00:00:00,23.0,Friday,17:30,17:45,15.0,0.0,2021-03-05 17:30:00,2021-03-05 17:45:00
24,H179,,Shop for food,2021-03-05 00:00:00,23.0,Friday,17:45,18:15,30.0,2.0,2021-03-05 17:45:00,2021-03-05 18:15:00
24,T695,,Drive home.,2021-03-05 00:00:00,23.0,Friday,18:15,18:30,15.0,1.0,2021-03-05 18:15:00,2021-03-05 18:30:00
24,ED145,,Dinner.,2021-03-05 00:00:00,23.0,Friday,18:30,19:30,60.0,2.0,2021-03-05 18:30:00,2021-03-05 19:30:00
24,H179,,Wash-up.,2021-03-05 00:00:00,23.0,Friday,19:30,20:00,30.0,-1.0,2021-03-05 19:30:00,2021-03-05 20:00:00
24,L418,,Party.,2021-03-05 00:00:00,23.0,Friday,20:00,00:00,240.0,2.0,2021-03-05 20:00:00,2021-03-05 00:00:00
24,L418,,Party.,2021-03-06 00:00:00,23.0,Saturday,00:00,01:00,60.0,2.0,2021-03-06 00:00:00,2021-03-06 01:00:00
24,S801,,,2021-03-06 00:00:00,23.0,Saturday,01:00,10:00,540.0,1.0,2021-03-06 01:00:00,2021-03-06 10:00:00
24,ED145,,Eat breakfast.,2021-03-06 00:00:00,23.0,Saturday,10:00,10:30,30.0,1.0,2021-03-06 10:00:00,2021-03-06 10:30:00
24,UD415,,Check social media.,2021-03-06 00:00:00,23.0,Saturday,10:30,11:30,60.0,1.0,2021-03-06 10:30:00,2021-03-06 11:30:00
24,O733,,Get ready for the day.,2021-03-06 00:00:00,23.0,Saturday,11:30,11:45,15.0,0.0,2021-03-06 11:30:00,2021-03-06 11:45:00
24,H179,,Clean up.,2021-03-06 00:00:00,23.0,Saturday,11:45,12:45,60.0,-1.0,2021-03-06 11:45:00,2021-03-06 12:45:00
24,ED145,,Lunch.,2021-03-06 00:00:00,23.0,Saturday,12:45,13:45,60.0,1.0,2021-03-06 12:45:00,2021-03-06 13:45:00
24,X893,,Play frisbee in the park.,2021-03-06 00:00:00,23.0,Saturday,13:45,14:45,60.0,2.0,2021-03-06 13:45:00,2021-03-06 14:45:00
24,CW982,,,2021-03-06 00:00:00,23.0,Saturday,14:45,16:00,75.0,1.0,2021-03-06 14:45:00,2021-03-06 16:00:00
24,ED145,,Tea break.,2021-03-06 00:00:00,23.0,Saturday,16:00,16:15,15.0,1.0,2021-03-06 16:00:00,2021-03-06 16:15:00
24,CW982,,,2021-03-06 00:00:00,23.0,Saturday,16:15,17:30,75.0,1.0,2021-03-06 16:15:00,2021-03-06 17:30:00
24,T695,,Drive to the supermarket.,2021-03-06 00:00:00,23.0,Saturday,17:45,18:00,15.0,1.0,2021-03-06 17:45:00,2021-03-06 18:00:00
24,H179,,Shop for food.,2021-03-06 00:00:00,23.0,Saturday,18:00,18:30,30.0,2.0,2021-03-06 18:00:00,2021-03-06 18:30:00
24,T695,,Drive home.,2021-03-06 00:00:00,23.0,Saturday,18:30,18:45,15.0,1.0,2021-03-06 18:30:00,2021-03-06 18:45:00
24,ED145,,Dinner.,2021-03-06 00:00:00,23.0,Saturday,18:45,19:45,60.0,2.0,2021-03-06 18:45:00,2021-03-06 19:45:00
24,L418,,Watch a film.,2021-03-06 00:00:00,23.0,Saturday,20:00,22:00,120.0,2.0,2021-03-06 20:00:00,2021-03-06 22:00:00
24,L418,,Discuss the film.,2021-03-06 00:00:00,23.0,Saturday,22:30,23:00,30.0,2.0,2021-03-06 22:30:00,2021-03-06 23:00:00
24,UD415,,Check social media.,2021-03-06 00:00:00,23.0,Saturday,23:00,23:30,30.0,1.0,2021-03-06 23:00:00,2021-03-06 23:30:00
24,O733,,Get ready for bed.,2021-03-06 00:00:00,23.0,Saturday,23:30,23:45,15.0,-1.0,2021-03-06 23:30:00,2021-03-06 23:45:00
24,S801,,,2021-03-06 00:00:00,23.0,Saturday,23:45,00:00,15.0,1.0,2021-03-06 23:45:00,2021-03-06 00:00:00
24,S801,,,2021-03-07 00:00:00,23.0,Sunday,00:00,09:00,540.0,1.0,2021-03-07 00:00:00,2021-03-07 09:00:00
24,UD415,,Check social media.,2021-03-07 00:00:00,23.0,Sunday,09:00,09:30,30.0,1.0,2021-03-07 09:00:00,2021-03-07 09:30:00
24,L418,,Do the crossword.,2021-03-07 00:00:00,23.0,Sunday,09:30,10:30,60.0,2.0,2021-03-07 09:30:00,2021-03-07 10:30:00
24,O733,,Get ready for the day,2021-03-07 00:00:00,23.0,Sunday,10:30,10:45,15.0,0.0,2021-03-07 10:30:00,2021-03-07 10:45:00
24,X893,,Go for a walk.,2021-03-07 00:00:00,23.0,Sunday,10:45,12:15,90.0,2.0,2021-03-07 10:45:00,2021-03-07 12:15:00
24,ED145,,Brunch.,2021-03-07 00:00:00,23.0,Sunday,12:15,13:15,60.0,2.0,2021-03-07 12:15:00,2021-03-07 13:15:00
24,CW982,,,2021-03-07 00:00:00,23.0,Sunday,13:15,16:00,165.0,1.0,2021-03-07 13:15:00,2021-03-07 16:00:00
24,ED145,,Tea break.,2021-03-07 00:00:00,23.0,Sunday,16:00,16:30,30.0,1.0,2021-03-07 16:00:00,2021-03-07 16:30:00
24,UD415,,Call family.,2021-03-07 00:00:00,23.0,Sunday,16:30,17:30,60.0,2.0,2021-03-07 16:30:00,2021-03-07 17:30:00
24,L418,,Play video games.,2021-03-07 00:00:00,23.0,Sunday,17:30,19:30,120.0,2.0,2021-03-07 17:30:00,2021-03-07 19:30:00
24,ED145,,Dinner.,2021-03-07 00:00:00,23.0,Sunday,19:30,20:30,60.0,2.0,2021-03-07 19:30:00,2021-03-07 20:30:00
24,H179,,Wash-up.,2021-03-07 00:00:00,23.0,Sunday,20:30,20:45,15.0,-1.0,2021-03-07 20:30:00,2021-03-07 20:45:00
24,R523,,,2021-03-07 00:00:00,23.0,Sunday,20:45,22:45,120.0,2.0,2021-03-07 20:45:00,2021-03-07 22:45:00
24,O733,,Get ready for bed.,2021-03-07 00:00:00,23.0,Sunday,22:45,23:00,15.0,-1.0,2021-03-07 22:45:00,2021-03-07 23:00:00
24,S801,,,2021-03-07 00:00:00,23.0,Sunday,23:00,00:00,60.0,1.0,2021-03-07 23:00:00,2021-03-07 00:00:00
25,H179,,Cleaning House,2021-03-09 00:00:00,24.0,Tuesday,10:00:00,11:15:00,75.0,-2.0,2021-03-09 10:00:00,2021-03-09 11:15:00
25,ED145,,Cooking and Eating,2021-03-09 00:00:00,24.0,Tuesday,11:30:00,13:00:00,90.0,0.0,2021-03-09 11:30:00,2021-03-09 13:00:00
25,L418,,Games,2021-03-09 00:00:00,24.0,Tuesday,13:15:00,15:15:00,120.0,2.0,2021-03-09 13:15:00,2021-03-09 15:15:00
25,S801,,missing,2021-03-09 00:00:00,24.0,Tuesday,15:30:00,17:00:00,90.0,2.0,2021-03-09 15:30:00,2021-03-09 17:00:00
25,CW982,UD415,ML Coursework,2021-03-09 00:00:00,24.0,Tuesday,00:00:00,23:45:00,1425.0,1.0,2021-03-09 00:00:00,2021-03-09 23:45:00
25,S801,,missing,2021-03-09 00:00:00,24.0,Tuesday,04:45:00,09:45:00,300.0,2.0,2021-03-09 04:45:00,2021-03-09 09:45:00
25,H179,,Cleaning House,2021-03-09 00:00:00,24.0,Tuesday,10:00:00,11:15:00,75.0,-2.0,2021-03-09 10:00:00,2021-03-09 11:15:00
25,ED145,,Cooking and Eating,2021-03-09 00:00:00,24.0,Tuesday,11:30:00,13:00:00,90.0,0.0,2021-03-09 11:30:00,2021-03-09 13:00:00
25,L418,,Games,2021-03-09 00:00:00,24.0,Tuesday,13:15:00,15:15:00,120.0,2.0,2021-03-09 13:15:00,2021-03-09 15:15:00
25,S801,,missing,2021-03-09 00:00:00,24.0,Tuesday,15:30:00,17:00:00,90.0,2.0,2021-03-09 15:30:00,2021-03-09 17:00:00
25,CW982,UD415,ML Coursework,2021-03-09 00:00:00,24.0,Tuesday,00:00:00,23:45:00,1425.0,1.0,2021-03-09 00:00:00,2021-03-09 23:45:00
25,S801,,missing,2021-03-09 00:00:00,24.0,Tuesday,04:45:00,09:45:00,300.0,2.0,2021-03-09 04:45:00,2021-03-09 09:45:00
25,H179,,Cleaning House,2021-03-09 00:00:00,24.0,Tuesday,10:00:00,11:15:00,75.0,-2.0,2021-03-09 10:00:00,2021-03-09 11:15:00
25,ED145,,Cooking and Eating,2021-03-09 00:00:00,24.0,Tuesday,11:30:00,13:00:00,90.0,0.0,2021-03-09 11:30:00,2021-03-09 13:00:00
25,L418,,Games,2021-03-09 00:00:00,24.0,Tuesday,13:15:00,15:15:00,120.0,2.0,2021-03-09 13:15:00,2021-03-09 15:15:00
25,S801,,missing,2021-03-09 00:00:00,24.0,Tuesday,15:30:00,17:00:00,90.0,2.0,2021-03-09 15:30:00,2021-03-09 17:00:00
25,CW982,UD415,ML Coursework,2021-03-09 00:00:00,24.0,Tuesday,17:15:00,23:45:00,390.0,1.0,2021-03-09 17:15:00,2021-03-09 23:45:00
27,ED145,,Breakfast,2021-03-01 00:00:00,23.0,Monday,09:30,10:00,30.0,2.0,2021-03-01 09:30:00,2021-03-01 10:00:00
27,EL642,,Studying and watching lectures,2021-03-01 00:00:00,23.0,Monday,10:00,15:00,300.0,0.0,2021-03-01 10:00:00,2021-03-01 15:00:00
27,ED145,,Lunch,2021-03-01 00:00:00,23.0,Monday,15:00,15:30,30.0,2.0,2021-03-01 15:00:00,2021-03-01 15:30:00
27,UD415,L418,Playing on computer,2021-03-01 00:00:00,23.0,Monday,15:30,18:00,150.0,1.0,2021-03-01 15:30:00,2021-03-01 18:00:00
27,X893,L418,Going for a walk,2021-03-01 00:00:00,23.0,Monday,18:00,19:30,90.0,2.0,2021-03-01 18:00:00,2021-03-01 19:30:00
27,UD415,,On phone,2021-03-01 00:00:00,23.0,Monday,19:30,20:00,30.0,0.0,2021-03-01 19:30:00,2021-03-01 20:00:00
27,ED145,,Dinner,2021-03-01 00:00:00,23.0,Monday,20:00,20:30,30.0,1.0,2021-03-01 20:00:00,2021-03-01 20:30:00
27,UD415,L418,Playing on computer,2021-03-01 00:00:00,23.0,Monday,20:30,23:00,150.0,1.0,2021-03-01 20:30:00,2021-03-01 23:00:00
27,R523,L418,Reading before sleep,2021-03-01 00:00:00,23.0,Monday,23:00,00:00,60.0,1.0,2021-03-01 23:00:00,2021-03-01 00:00:00
27,S801,,,2021-03-03 00:00:00,23.0,Wednesday,00:00,09:30,570.0,1.0,2021-03-03 00:00:00,2021-03-03 09:30:00
27,ED145,,Breakfast,2021-03-03 00:00:00,23.0,Wednesday,09:30,10:15,45.0,2.0,2021-03-03 09:30:00,2021-03-03 10:15:00
27,UD415,,On phone,2021-03-03 00:00:00,23.0,Wednesday,10:15,11:00,45.0,1.0,2021-03-03 10:15:00,2021-03-03 11:00:00
27,EL642,,Studying and watching lectures,2021-03-03 00:00:00,23.0,Wednesday,11:00,14:30,210.0,1.0,2021-03-03 11:00:00,2021-03-03 14:30:00
27,ED145,,Lunch,2021-03-03 00:00:00,23.0,Wednesday,14:30,15:00,30.0,1.0,2021-03-03 14:30:00,2021-03-03 15:00:00
27,CW982,,Working on courseworks,2021-03-03 00:00:00,23.0,Wednesday,15:00,19:00,240.0,1.0,2021-03-03 15:00:00,2021-03-03 19:00:00
27,UD415,,On phone,2021-03-03 00:00:00,23.0,Wednesday,19:00,19:45,45.0,1.0,2021-03-03 19:00:00,2021-03-03 19:45:00
27,ED145,,Dinner,2021-03-03 00:00:00,23.0,Wednesday,19:45,20:15,30.0,2.0,2021-03-03 19:45:00,2021-03-03 20:15:00
27,UD415,L418,Playing on computer,2021-03-03 00:00:00,23.0,Wednesday,20:15,23:30,195.0,1.0,2021-03-03 20:15:00,2021-03-03 23:30:00
27,UD415,,On phone,2021-03-03 00:00:00,23.0,Wednesday,23:30,00:00,30.0,0.0,2021-03-03 23:30:00,2021-03-03 00:00:00
28,O733,,Making Breakfast,2021-03-04 00:00:00,23.0,Thursday,07:00:00,07:30:00,29.0,1.0,2021-03-04 07:00:00,2021-03-04 07:30:00
28,O733,,Waking kid up and getting her ready,2021-03-04 00:00:00,23.0,Thursday,07:30:00,08:30:00,60.0,1.0,2021-03-04 07:30:00,2021-03-04 08:30:00
28,EL642,,Studying about research project,2021-03-04 00:00:00,23.0,Thursday,09:30:00,10:15:00,45.0,1.0,2021-03-04 09:30:00,2021-03-04 10:15:00
28,EL642,,Research project meeting,2021-03-04 00:00:00,23.0,Thursday,10:15:00,11:15:00,60.0,1.0,2021-03-04 10:15:00,2021-03-04 11:15:00
28,PW101,,Office meeting,2021-03-04 00:00:00,23.0,Thursday,11:30:00,12:30:00,60.0,0.0,2021-03-04 11:30:00,2021-03-04 12:30:00
28,O733,L418,Making Lunch while watching TV ,2021-03-04 00:00:00,23.0,Thursday,12:30:00,13:30:00,59.0,2.0,2021-03-04 12:30:00,2021-03-04 13:30:00
28,L418,,Watching TV,2021-03-04 00:00:00,23.0,Thursday,14:30:00,15:00:00,30.0,2.0,2021-03-04 14:30:00,2021-03-04 15:00:00
28,EL642,,BML Lecture,2021-03-04 00:00:00,23.0,Thursday,15:15:00,16:15:00,60.0,1.0,2021-03-04 15:15:00,2021-03-04 16:15:00
28,EL642,,ML 2 Lecture,2021-03-04 00:00:00,23.0,Thursday,16:15:00,17:15:00,59.0,1.0,2021-03-04 16:15:00,2021-03-04 17:15:00
28,T695,,Going to the park with kid,2021-03-04 00:00:00,23.0,Thursday,17:30:00,18:30:00,60.0,2.0,2021-03-04 17:30:00,2021-03-04 18:30:00
28,CW982,,ADS Lab 3,2021-03-04 00:00:00,23.0,Thursday,18:30:00,19:30:00,59.0,1.0,2021-03-04 18:30:00,2021-03-04 19:30:00
28,H179,,Helping wife with dinner ,2021-03-04 00:00:00,23.0,Thursday,19:30:00,20:00:00,30.0,2.0,2021-03-04 19:30:00,2021-03-04 20:00:00
28,CW982,,ML 2 Lab 1,2021-03-04 00:00:00,23.0,Thursday,21:00:00,22:00:00,59.0,1.0,2021-03-04 21:00:00,2021-03-04 22:00:00
28,S801,,Sleeping,2021-03-04 00:00:00,23.0,Thursday,23:00:00,00:00:00,59.0,2.0,2021-03-04 23:00:00,2021-03-04 00:00:00
28,S801,,Sleeping,2021-03-05 00:00:00,23.0,Friday,00:00:00,06:30:00,390.0,2.0,2021-03-05 00:00:00,2021-03-05 06:30:00
28,H179,,Dishes,2021-03-05 00:00:00,23.0,Friday,06:30:00,07:00:00,30.0,1.0,2021-03-05 06:30:00,2021-03-05 07:00:00
28,O733,,Making Breakfast,2021-03-05 00:00:00,23.0,Friday,07:00:00,07:30:00,29.0,1.0,2021-03-05 07:00:00,2021-03-05 07:30:00
28,O733,,Waking kid up and getting her ready,2021-03-05 00:00:00,23.0,Friday,07:30:00,08:30:00,60.0,1.0,2021-03-05 07:30:00,2021-03-05 08:30:00
28,CW982,,ADS Lab 3,2021-03-05 00:00:00,23.0,Friday,09:30:00,10:15:00,45.0,1.0,2021-03-05 09:30:00,2021-03-05 10:15:00
28,EL642,,ADS queries,2021-03-05 00:00:00,23.0,Friday,10:15:00,11:15:00,60.0,1.0,2021-03-05 10:15:00,2021-03-05 11:15:00
28,O733,L418,Making Lunch while watching TV ,2021-03-05 00:00:00,23.0,Friday,11:30:00,12:30:00,60.0,0.0,2021-03-05 11:30:00,2021-03-05 12:30:00
28,EL642,,ML 2 Lecture,2021-03-05 00:00:00,23.0,Friday,13:15:00,14:15:00,59.0,1.0,2021-03-05 13:15:00,2021-03-05 14:15:00
28,L418,,Watching TV,2021-03-05 00:00:00,23.0,Friday,14:30:00,15:00:00,30.0,2.0,2021-03-05 14:30:00,2021-03-05 15:00:00
28,O733,,Homeschooling with kid,2021-03-05 00:00:00,23.0,Friday,15:00:00,16:30:00,90.0,1.0,2021-03-05 15:00:00,2021-03-05 16:30:00
28,PW101,,Office work,2021-03-05 00:00:00,23.0,Friday,16:30:00,17:30:00,59.0,1.0,2021-03-05 16:30:00,2021-03-05 17:30:00
28,T695,,Going to the park with kid,2021-03-05 00:00:00,23.0,Friday,17:30:00,18:30:00,60.0,2.0,2021-03-05 17:30:00,2021-03-05 18:30:00
28,CW982,,ML 2 Lab 1,2021-03-05 00:00:00,23.0,Friday,18:30:00,19:30:00,59.0,1.0,2021-03-05 18:30:00,2021-03-05 19:30:00
28,H179,,Helping wife with dinner ,2021-03-05 00:00:00,23.0,Friday,19:30:00,20:00:00,30.0,2.0,2021-03-05 19:30:00,2021-03-05 20:00:00
28,UD415,,Netflix,2021-03-05 00:00:00,23.0,Friday,21:00:00,22:00:00,59.0,2.0,2021-03-05 21:00:00,2021-03-05 22:00:00
28,S801,,Sleeping,2021-03-05 00:00:00,23.0,Friday,23:00:00,00:00:00,59.0,2.0,2021-03-05 23:00:00,2021-03-05 00:00:00
28,S801,,Sleeping,2021-03-06 00:00:00,23.0,Saturday,00:00:00,06:30:00,390.0,2.0,2021-03-06 00:00:00,2021-03-06 06:30:00
28,H179,,Dishes,2021-03-06 00:00:00,23.0,Saturday,06:30:00,07:00:00,30.0,1.0,2021-03-06 06:30:00,2021-03-06 07:00:00
28,O733,,Making Breakfast,2021-03-06 00:00:00,23.0,Saturday,07:00:00,07:30:00,29.0,1.0,2021-03-06 07:00:00,2021-03-06 07:30:00
28,O733,,Waking kid up and getting her ready,2021-03-06 00:00:00,23.0,Saturday,07:30:00,08:30:00,60.0,1.0,2021-03-06 07:30:00,2021-03-06 08:30:00
28,T695,,Going to the park with kid,2021-03-06 00:00:00,23.0,Saturday,09:30:00,10:30:00,60.0,1.0,2021-03-06 09:30:00,2021-03-06 10:30:00
28,H179,L418,Cleaning the house with music playing,2021-03-06 00:00:00,23.0,Saturday,10:30:00,12:00:00,90.0,1.0,2021-03-06 10:30:00,2021-03-06 12:00:00
28,O733,L418,Making Lunch while watching TV ,2021-03-06 00:00:00,23.0,Saturday,12:00:00,13:00:00,59.0,2.0,2021-03-06 12:00:00,2021-03-06 13:00:00
28,L418,,Watching a movie with family,2021-03-06 00:00:00,23.0,Saturday,14:30:00,16:30:00,120.0,2.0,2021-03-06 14:30:00,2021-03-06 16:30:00
28,CW982,,BML Lab 2,2021-03-06 00:00:00,23.0,Saturday,16:30:00,18:00:00,90.0,0.0,2021-03-06 16:30:00,2021-03-06 18:00:00
28,T695,,Going on a drive with family,2021-03-06 00:00:00,23.0,Saturday,18:00:00,19:00:00,59.0,2.0,2021-03-06 18:00:00,2021-03-06 19:00:00
28,CW982,,ML 2 Lab 1,2021-03-06 00:00:00,23.0,Saturday,19:00:00,20:00:00,60.0,1.0,2021-03-06 19:00:00,2021-03-06 20:00:00
28,UD415,,Netflix,2021-03-06 00:00:00,23.0,Saturday,21:00:00,22:00:00,59.0,2.0,2021-03-06 21:00:00,2021-03-06 22:00:00
28,S801,,Sleeping,2021-03-06 00:00:00,23.0,Saturday,23:00:00,00:00:00,59.0,2.0,2021-03-06 23:00:00,2021-03-06 00:00:00
29,ED145,,Brekky,2021-03-03 00:00:00,23.0,Wednesday,09:30,10:30,60.0,0.0,2021-03-03 09:30:00,2021-03-03 10:30:00
29,CW982,,ML,2021-03-03 00:00:00,23.0,Wednesday,10:30,14:30,240.0,0.0,2021-03-03 10:30:00,2021-03-03 14:30:00
29,X893,,Walk,2021-03-03 00:00:00,23.0,Wednesday,14:30,15:30,60.0,1.0,2021-03-03 14:30:00,2021-03-03 15:30:00
29,UD415,,Watching Youtube,2021-03-03 00:00:00,23.0,Wednesday,15:30,16:00,30.0,0.0,2021-03-03 15:30:00,2021-03-03 16:00:00
29,PW101,,,2021-03-03 00:00:00,23.0,Wednesday,16:00,17:30,90.0,1.0,2021-03-03 16:00:00,2021-03-03 17:30:00
29,CW982,,,2021-03-03 00:00:00,23.0,Wednesday,17:30,19:30,120.0,2.0,2021-03-03 17:30:00,2021-03-03 19:30:00
29,PW101,,,2021-03-03 00:00:00,23.0,Wednesday,19:30,20:30,60.0,0.0,2021-03-03 19:30:00,2021-03-03 20:30:00
29,ED145,,Eating Dinner,2021-03-03 00:00:00,23.0,Wednesday,20:30,21:00,30.0,1.0,2021-03-03 20:30:00,2021-03-03 21:00:00
29,UD415,,Watching TV,2021-03-03 00:00:00,23.0,Wednesday,21:00,22:00,60.0,1.0,2021-03-03 21:00:00,2021-03-03 22:00:00
29,CW982,,,2021-03-03 00:00:00,23.0,Wednesday,22:00,23:15,75.0,0.0,2021-03-03 22:00:00,2021-03-03 23:15:00
29,O733,,Shower and getting Ready for bed,2021-03-03 00:00:00,23.0,Wednesday,23:15,23:45,30.0,0.0,2021-03-03 23:15:00,2021-03-03 23:45:00
29,UD415,,Playing Playstation,2021-03-06 00:00:00,23.0,Saturday,00:00,02:00,120.0,1.0,2021-03-06 00:00:00,2021-03-06 02:00:00
29,O733,,Shower and getting ready for bed,2021-03-06 00:00:00,23.0,Saturday,02:00,02:15,15.0,0.0,2021-03-06 02:00:00,2021-03-06 02:15:00
29,UD415,,Watching Show before bed,2021-03-06 00:00:00,23.0,Saturday,02:15,02:45,30.0,1.0,2021-03-06 02:15:00,2021-03-06 02:45:00
29,S801,,,2021-03-06 00:00:00,23.0,Saturday,02:45,10:15,450.0,0.0,2021-03-06 02:45:00,2021-03-06 10:15:00
29,O733,,Getting up and dressed,2021-03-06 00:00:00,23.0,Saturday,10:15,10:30,15.0,1.0,2021-03-06 10:15:00,2021-03-06 10:30:00
29,H179,,Making Breakfast,2021-03-06 00:00:00,23.0,Saturday,10:30,10:45,15.0,0.0,2021-03-06 10:30:00,2021-03-06 10:45:00
29,ED145,,Eating breakfast and drink coffee,2021-03-06 00:00:00,23.0,Saturday,10:45,11:15,30.0,2.0,2021-03-06 10:45:00,2021-03-06 11:15:00
29,EL642,,Planning Work for weekend,2021-03-06 00:00:00,23.0,Saturday,11:15,12:30,75.0,0.0,2021-03-06 11:15:00,2021-03-06 12:30:00
29,UD415,,Watch Football,2021-03-06 00:00:00,23.0,Saturday,12:30,14:30,120.0,-1.0,2021-03-06 12:30:00,2021-03-06 14:30:00
